experiment,case_id,k,contrast_scale,n_per_axis,farfield_model_error_over_full,farfield_error_vs_born,qhat_error_vs_born,qhat11_error_vs_born,farfield_gain_abs,farfield_gain_phase_deg,qhat11_gain_abs,qhat11_gain_phase_deg,vie_voxel_nodes,vie_unknowns,vie_unique_incident_directions,vie_rhs_count,vie_residual_sample_count,vie_linear_residual_sample_max
1,full_vie_vs_analytic_born,15.0,0.2,23,0.45801387569264596,0.4149738317445313,0.4250003148558253,0.4319574606702238,0.867295162585455,18.10746342817677,0.7916108076772714,23.271729742110747,6403,19209,974,1948,6,3.8704983257897067e-16
