experiment,method,row,column,k,C,noise_level,n_radial,n_angular_requested,n_per_axis,n_geometries,requested_measure_dirs,candidate_count,data_mode,data_source,shape,farfield_error_vs_analytic,qhat_error_vs_analytic,component_qhat_error_vs_analytic,data_norm,data_max_abs,polarimetric_J,polarimetric_rank_min,polarimetric_sigma_min_min,polarimetric_sigma_min_median,polarimetric_condition_median,polarimetric_condition_max,vie_voxel_nodes,vie_unknowns,vie_unique_incident_directions,vie_rhs_count,vie_residual_sample_count,vie_linear_residual_sample_max,case_id,K,ell_max,n_modes_per_ell,epsilon,N_cap,N_cap_theory,N_cap_discrete,N_cap_hard,retained_N,retained_multiplets,partial_multiplets,support,target_nodes,p_nodes,mock_distance_mean,mock_distance_max,mock_distance_p95,total_modes,retained_modes,retained_ratio,retained_ell_max,retained_n_max,alpha_max,alpha_min_retained,alpha_median_retained,target_nodes_per_total_modes,target_nodes_per_retained_modes,gram_offdiag_ratio,gram_cond,projection_branch,regularization,coeff_norm,coeff_max_abs,image_min,image_max,image_max_abs,image_l2,background_mean_abs,background_p95_abs,target_mean_abs,target_p95_abs,basis_modes,basis_mode_fraction,basis_mode_cap,basis_mode_hard_cap,fourier_modes,fourier_candidate_modes,fourier_index_linf,fourier_radius_max,bandwidth_factor,lstsq_rank,lstsq_rcond,lstsq_sigma_max,lstsq_sigma_min,lstsq_cond,lstsq_residual_norm,lstsq_weighted_residual_norm,lstsq_residual_count,bessel_modes,bessel_candidate_modes,bessel_ell_max,bessel_n_max,bessel_rho_max,dsm_nodes,dsm_normalized,dsm_raw_max,dsm_raw_l2
5,gpswf,0,0,12.0,24.0,0.2,10,170,14,6,974,24,mock,analytic_born,three_blocks_gap_0.20,0.0,0.0,0.0,1.2561499861110803,0.14108346383003056,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,analytic_born_gpswf,40.0,9.0,5.0,0.2,283.0,288.0,283.0,512.0,283.0,35.0,0.0,unit_ball,1700,1700,0.022146467351713973,0.05222520746925557,0.03770441955875948,500,283,0.566,9.0,4.0,0.13395315282945439,0.13389867455709745,0.1339530848626963,3.4,6.007067137809187,0.01828213781581837,1.3362057396543083,solve,1.7937980448577879e-12,0.26958781639865664,0.11977715097620335,-0.1937741963781717,1.7927610997698358,1.802749310099645,47.04986445567319,0.046111987226487815,0.24829165462882594,0.9755380595262424,1.5958300941855277,,,,,,,,,,,,,,,,,,,,,,,,,,
5,cube_fourier,0,1,12.0,24.0,0.2,10,170,14,6,974,24,mock,analytic_born,three_blocks_gap_0.20,0.0,0.0,0.0,1.2561499861110803,0.14108346383003056,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,analytic_born_fourier,,,,,,,,,,,,cube_half_side_1,1700,1700,,,,339,339,,,,,,,,,,,,,0.0978796637434626,0.04249101876704675,-0.09589759769345756,0.9840646529063379,0.9888031156175424,35.198898039253436,0.092086349683927,0.3272535636432509,0.6344232556757736,0.9119651685371903,339.0,1.2,339.0,512.0,339.0,1863.0,4.0,13.328648814475098,2.0,339.0,1e-08,0.547094226093386,0.03933725266698217,13.907789410839843,0.39195216843644776,0.019475993065699294,1.0,,,,,,,,,
5,ball_bessel,0,2,12.0,24.0,0.2,10,170,14,6,974,24,mock,analytic_born,three_blocks_gap_0.20,0.0,0.0,0.0,1.2561499861110803,0.14108346383003056,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,analytic_born_bessel,,,,,,,,,,,,unit_ball,1700,1700,,,,339,339,,,,,,,,,,,,,0.2704833421643765,0.09459974515333848,-0.15935668711855092,1.5561192921608626,1.565128641291272,43.85081583294553,0.07520651963407754,0.29176476930453626,0.8909551645385791,1.4030093984400662,339.0,1.2,339.0,512.0,,,,,2.0,339.0,1e-08,0.4294354530344716,0.0015659872878674241,274.22665328227583,0.25838810065094764,0.009329957225776488,1.0,339.0,867.0,12.0,5.0,18.30125595954199,,,,
5,dsm,0,3,12.0,24.0,0.2,10,170,14,6,974,24,mock,analytic_born,three_blocks_gap_0.20,0.0,0.0,0.0,1.2561499861110803,0.14108346383003056,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,analytic_born_dsm,,,,,,,,,,,,unit_ball,1700,1700,,,,1700,1700,,,,,,,,,,,,,0.0016534077886845606,0.00011868262925225691,0.0,1.1639641317497718,1.1639641317497718,30.48745800397182,0.040558589350464753,0.1386658254947681,0.6305569366221397,1.034668540337943,1700.0,,,,,,,,,,,,,,,,,,,,,,1700.0,1.0,0.032499199566628265,0.8625904291665344
5,gpswf,1,0,12.0,24.0,0.2,10,170,14,6,974,24,mock,vie_born,three_blocks_gap_0.20,0.32664242269719385,0.3292744137093655,0.3286915521879681,1.0257469010068863,0.10363698609014417,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,vie_born_gpswf,40.0,9.0,5.0,0.2,283.0,288.0,283.0,512.0,283.0,35.0,0.0,unit_ball,1700,1700,0.022146467351713973,0.05222520746925557,0.03770441955875948,500,283,0.566,9.0,4.0,0.13395315282945439,0.13389867455709745,0.1339530848626963,3.4,6.007067137809187,0.01828213781581837,1.3362057396543083,solve,1.7937980448577879e-12,0.26566234703430847,0.09101043295267261,-0.1905581252002816,2.0454775933677967,2.056691991097759,48.653965072304636,0.05074072643216078,0.19150321195189518,0.9537494248415092,1.7512273197914223,,,,,,,,,,,,,,,,,,,,,,,,,,
5,cube_fourier,1,1,12.0,24.0,0.2,10,170,14,6,974,24,mock,vie_born,three_blocks_gap_0.20,0.32664242269719385,0.3292744137093655,0.3286915521879681,1.0257469010068863,0.10363698609014417,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,vie_born_fourier,,,,,,,,,,,,cube_half_side_1,1700,1700,,,,339,339,,,,,,,,,,,,,0.08940336964697324,0.029531409649932998,-0.11153656766646171,0.8978433926232291,0.902668119562686,31.00070767410581,0.07904905182182272,0.26509777950959695,0.5501853536938797,0.8254589720223233,339.0,1.2,339.0,512.0,339.0,1863.0,4.0,13.328648814475098,2.0,339.0,1e-08,0.547094226093386,0.03933725266698217,13.907789410839843,0.43027499748690906,0.02327687586511775,1.0,,,,,,,,,
5,ball_bessel,1,2,12.0,24.0,0.2,10,170,14,6,974,24,mock,vie_born,three_blocks_gap_0.20,0.32664242269719385,0.3292744137093655,0.3286915521879681,1.0257469010068863,0.10363698609014417,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,vie_born_bessel,,,,,,,,,,,,unit_ball,1700,1700,,,,339,339,,,,,,,,,,,,,0.2624775606002494,0.0681911963594469,-0.23578889276071535,1.5357999966103941,1.5442350965782736,42.51263029919455,0.07436047583347773,0.2778435597784845,0.827057593875173,1.3628010123110685,339.0,1.2,339.0,512.0,,,,,2.0,339.0,1e-08,0.4294354530344716,0.0015659872878674241,274.22665328227583,0.2677559671663257,0.013126892856895542,1.0,339.0,867.0,12.0,5.0,18.30125595954199,,,,
5,dsm,1,3,12.0,24.0,0.2,10,170,14,6,974,24,mock,vie_born,three_blocks_gap_0.20,0.32664242269719385,0.3292744137093655,0.3286915521879681,1.0257469010068863,0.10363698609014417,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,,,,,,,vie_born_dsm,,,,,,,,,,,,unit_ball,1700,1700,,,,1700,1700,,,,,,,,,,,,,0.0018341940914390865,0.00013530376366679156,0.0,1.1639641317497718,1.1639641317497718,26.673686584679075,0.04275547957129231,0.12071035220938335,0.5091360188344323,0.9846141919053175,1700.0,,,,,,,,,,,,,,,,,,,,,,1700.0,1.0,0.04069775571275942,0.954323398360817
5,gpswf,2,0,12.0,24.0,0.2,10,170,14,6,974,24,mock,full_vie,three_blocks_gap_0.20,0.6011688697564901,0.6070473331462823,0.6064271946478911,0.6922307621233299,0.08069980238996022,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,1472.0,4416.0,974.0,1948.0,6.0,1.6350604196019645e-16,full_vie_gpswf,40.0,9.0,5.0,0.2,283.0,288.0,283.0,512.0,283.0,35.0,0.0,unit_ball,1700,1700,0.022146467351713973,0.05222520746925557,0.03770441955875948,500,283,0.566,9.0,4.0,0.13395315282945439,0.13389867455709745,0.1339530848626963,3.4,6.007067137809187,0.01828213781581837,1.3362057396543083,solve,1.7937980448577879e-12,0.15535461188485244,0.054135284507716416,-0.14309193980436982,0.7676992533057049,0.9652291361728741,25.474227589871212,0.038144788016530644,0.14389180287040237,0.4828362705058312,0.8558283544072156,,,,,,,,,,,,,,,,,,,,,,,,,,
5,cube_fourier,2,1,12.0,24.0,0.2,10,170,14,6,974,24,mock,full_vie,three_blocks_gap_0.20,0.6011688697564901,0.6070473331462823,0.6064271946478911,0.6922307621233299,0.08069980238996022,6,9,0.09906325944402011,0.6356663992581437,3.501911136643933,24.202838206140374,1472.0,4416.0,974.0,1948.0,6.0,1.6350604196019645e-16,full_vie_fourier,,,,,,,,,,,,cube_half_side_1,1700,1700,,,,339,339,,,,,,,,,,,,,0.059909103528228466,0.029666145786917345,-0.06319953523600266,0.45312540922160005,0.543427091615486,19.488591858125247,0.05672526435823239,0.1629202745214855,0.33410890127366744,0.4956079351106792,339.0,1.2,339.0,512.0,339.0,1863.0,4.0,13.328648814475098,2.0,339.0,1e-08,0.547094226093386,0.03933725266698217,13.907789410839843,0.31353647336408746,0.014744950712329008,1.0,,,,,,,,,
