experiment,case_id,row,column,k,C,K,ell_max,n_modes_per_ell,epsilon,N_cap,retained_N,noise_level,n_radial,n_angular_requested,n_per_axis,n_geometries,requested_measure_dirs,candidate_count,data_mode,data_source,shape,polarimetric_J,polarimetric_rank_min,polarimetric_sigma_min_min,polarimetric_sigma_min_median,polarimetric_condition_median,polarimetric_condition_max,vie_voxel_nodes,vie_unknowns,vie_unique_incident_directions,vie_rhs_count,vie_residual_sample_count,vie_linear_residual_sample_max,target_nodes,p_nodes,mock_distance_mean,mock_distance_max,mock_distance_p95,total_modes,retained_modes,retained_ratio,retained_ell_max,retained_n_max,alpha_max,alpha_min_retained,alpha_median_retained,target_nodes_per_total_modes,target_nodes_per_retained_modes,gram_offdiag_ratio,gram_cond,projection_branch,regularization,data_norm,data_max_abs,coeff_norm,coeff_max_abs,image_min,image_max,image_max_abs,image_l2,background_mean_abs,background_p95_abs,target_mean_abs,target_p95_abs
2,noise0,0,1,15.0,30.0,48,12,7,0.2,450,450,0.0,12,230,23,6,974,24,mock,full_vie,three_blocks_gap_0.20,6,9,0.06970196290350264,0.6098931128107531,3.6886102290060756,34.58810285326997,6403,19209,974,1948,6,2.230161371057216e-16,3624,3624,0.02200811759005034,0.05398623321855479,0.0359066820964623,1183,450,0.3803888419273035,12,5,0.0958490737686651,0.09584891017496253,0.09584907362628241,3.063398140321217,8.053333333333333,0.01774703632849671,1.518442455320234,solve,9.19341302176628e-13,0.22387548035473925,0.012454279957743775,0.04312993179822159,0.016891552098090217,-0.03944051153630961,0.28334257331423846,0.298290839434274,8.138807282456845,0.007792521759284521,0.03199480752384255,0.1628315329749945,0.2835040085773345
2,noise0.2,0,2,15.0,30.0,48,12,7,0.2,450,450,0.2,12,230,23,6,974,24,mock,full_vie,three_blocks_gap_0.20,6,9,0.06970196290350264,0.6098931128107531,3.6886102290060756,34.58810285326997,6403,19209,974,1948,6,2.230161371057216e-16,3624,3624,0.02200811759005034,0.05398623321855479,0.0359066820964623,1183,450,0.3803888419273035,12,5,0.0958490737686651,0.09584891017496253,0.09584907362628241,3.063398140321217,8.053333333333333,0.01774703632849671,1.518442455320234,solve,9.19341302176628e-13,0.22438841244908095,0.01348761239288424,0.04305263281134667,0.01690024214813313,-0.040027459116403694,0.2833835378884005,0.29809281703058294,8.130630912840692,0.007772836248839317,0.03186696977488108,0.16267910256304852,0.2833316668255603
2,noise0.4,0,3,15.0,30.0,48,12,7,0.2,450,450,0.4,12,230,23,6,974,24,mock,full_vie,three_blocks_gap_0.20,6,9,0.06970196290350264,0.6098931128107531,3.6886102290060756,34.58810285326997,6403,19209,974,1948,6,2.230161371057216e-16,3624,3624,0.02200811759005034,0.05398623321855479,0.0359066820964623,1183,450,0.3803888419273035,12,5,0.0958490737686651,0.09584891017496253,0.09584907362628241,3.063398140321217,8.053333333333333,0.01774703632849671,1.518442455320234,solve,9.19341302176628e-13,0.2278507998402385,0.017352386813061733,0.0430176488704329,0.016908948549092622,-0.040614406696498115,0.2834245024625622,0.29791334316739015,8.123856313613702,0.007816978353691885,0.03160532511248885,0.16253201921006763,0.2829369163044661
